date,product_id,brand,product,volume,type,current_price,original_price,discount,sold_quantity,sold_out,url,market_id
24-02-2024,349282,Orion,Orion罐裝生啤 6 X 350ML,350ML,啤酒,70.0,70.0,,,0,https://www.wellcome.com.hk/zh-hant/p/Orion%E7%BD%90%E8%A3%9D%E7%94%9F%E5%95%A4%20%206%20X%20350ML/i/102948166.html,wellcome
24-02-2024,629568,BAREFOOT,BAREFOOT 赤霞珠紅酒原箱 12 X 750ML,750ML,紅酒,455.0,972.0,,,0,https://www.wellcome.com.hk/zh-hant/p/BAREFOOT%20%E8%B5%A4%E9%9C%9E%E7%8F%A0%E7%B4%85%E9%85%92%E5%8E%9F%E7%AE%B1%2012%20X%20750ML/i/113348423.html,wellcome
24-02-2024,477653,蠔灣,原箱紐西蘭蠔灣莎當妮白酒6 x 750ML,750ML,白酒,418.0,786.0,,,0,https://www.wellcome.com.hk/zh-hant/p/%E5%8E%9F%E7%AE%B1%E7%B4%90%E8%A5%BF%E8%98%AD%E8%A0%94%E7%81%A3%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%926%20x%20750ML/i/101334773.html,wellcome
24-02-2024,479642,加州赤足,加州赤足 混釀紅酒原箱 12 X 750ML,750ML,紅酒,455.0,972.0,,,0,https://www.wellcome.com.hk/zh-hant/p/%E5%8A%A0%E5%B7%9E%E8%B5%A4%E8%B6%B3%20%E6%B7%B7%E9%87%80%E7%B4%85%E9%85%92%E5%8E%9F%E7%AE%B1%20%2012%20X%20750ML/i/113348458.html,wellcome
24-02-2024,419788,軒尼詩,軒尼詩 VSOP Cognac 350ML,350ML,烈酒,410.0,415.0,,,0,https://www.wellcome.com.hk/zh-hant/p/%E8%BB%92%E5%B0%BC%E8%A9%A9%20VSOP%20Cognac%20350ML/i/101337461.html,wellcome
24-02-2024,599621,健力士,健力士黑啤大樽裝 650ML,650ML,啤酒,28.0,28.0,,,0,https://www.wellcome.com.hk/zh-hant/p/%E5%81%A5%E5%8A%9B%E5%A3%AB%E9%BB%91%E5%95%A4%E5%A4%A7%E6%A8%BD%E8%A3%9D%20650ML/i/101366550.html,wellcome
24-02-2024,342246,Artelatino,Artelatino 西班牙氣泡酒 750ML,750ML,汽酒,75.0,75.0,,,0,https://www.wellcome.com.hk/zh-hant/p/Artelatino%20%E8%A5%BF%E7%8F%AD%E7%89%99%E6%B0%A3%E6%B3%A1%E9%85%92%20750ML/i/101367261.html,wellcome
24-02-2024,374397,M.Cellars,M.Cellars 黑比諾紅酒 750ML,750ML,紅酒,50.0,50.0,多重優惠,,0,https://www.wellcome.com.hk/zh-hant/p/M.Cellars%20%E9%BB%91%E6%AF%94%E8%AB%BE%E7%B4%85%E9%85%92%20750ML/i/101838633.html,wellcome
24-02-2024,528570,艾丁格,艾丁格白小麥啤酒 500ML,500ML,啤酒,27.0,27.0,買3送1(加4件入購物車),,0,https://www.wellcome.com.hk/zh-hant/p/%E8%89%BE%E4%B8%81%E6%A0%BC%E7%99%BD%E5%B0%8F%E9%BA%A5%E5%95%A4%E9%85%92%20500ML/i/101354515.html,wellcome
24-02-2024,197921,金利來,金利來拔蘭地 700ML,700ML,烈酒,88.0,120.0,,,0,https://www.wellcome.com.hk/zh-hant/p/%E9%87%91%E5%88%A9%E4%BE%86%E6%8B%94%E8%98%AD%E5%9C%B0%20700ML/i/101341953.html,wellcome
24-02-2024,220624,雪花,原箱雪花4大罐裝啤酒24 x 500ML,500ML,啤酒,108.0,108.0,,,0,https://www.wellcome.com.hk/zh-hant/p/%E5%8E%9F%E7%AE%B1%E9%9B%AA%E8%8A%B14%E5%A4%A7%E7%BD%90%E8%A3%9D%E5%95%A4%E9%85%9224%20x%20500ML/i/101333322.html,wellcome
